IndicatorCode,Indicator_c,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,POL,Poland,Year,2007,FALSE,,,,,,,,,,,,,23114,,,,,,23 114,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,TUR,Türkiye,Year,2007,FALSE,,,,,,,,,,,,,23977,,,,,,23 977,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,NAM,Namibia,Year,2007,FALSE,,,,,,,,,,,,,239,,,,,,239,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,DNK,Denmark,Year,2007,FALSE,,,,,,,,,,,,,2494,,,,,,2494,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AMR,Americas,Country,USA,United States of America,Year,2007,FALSE,,,,,,,,,,,,,253110,,,,,,253 110,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,MLI,Mali,Year,2007,FALSE,,,,,,,,,,,,,26,,,,,,26,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,HRV,Croatia,Year,2007,FALSE,,,,,,,,,,,,,2607,,,,,,2607,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,NOR,Norway,Year,2007,FALSE,,,,,,,,,,,,,2684,,,,,,2684,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AMR,Americas,Country,CAN,Canada,Year,2007,FALSE,,,,,,,,,,,,,27900,,,,,,27 900,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2007,FALSE,,,,,,,,,,,,,2743,,,,,,2743,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2007,FALSE,,,,,,,,,,,,,285,,,,,,285,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2007,FALSE,,,,,,,,,,,,,2889,,,,,,2889,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,BLR,Belarus,Year,2007,FALSE,,,,,,,,,,,,,2994,,,,,,2994,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2007,FALSE,,,,,,,,,,,,,31265,,,,,,31 265,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2007,FALSE,,,,,,,,,,,,,3196,,,,,,3196,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,SVK,Slovakia,Year,2007,FALSE,,,,,,,,,,,,,3241,,,,,,3241,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,WPR,Western Pacific,Country,CHN,China,Year,2007,FALSE,,,,,,,,,,,,,325212,,,,,,325 212,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,MUS,Mauritius,Year,2007,FALSE,,,,,,,,,,,,,327,,,,,,327,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2007,FALSE,,,,,,,,,,,,,331,,,,,,331,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,GEO,Georgia,Year,2007,FALSE,,,,,,,,,,,,,331,,,,,,331,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2007,FALSE,,,,,,,,,,,,,3372,,,,,,3372,,"Data without defense hospitals, police hospitals, Government clinics in Abu Dhabi, Clinics under Eastern and Western Region Health Department, No availability of data for dentists and pharmacists in Abu Dhabi",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2007,FALSE,,,,,,,,,,,,,342,,,,,,342,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2007,FALSE,,,,,,,,,,,,,365,,,,,,365,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2007,FALSE,,,,,,,,,,,,,377,,,,,,377,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2007,FALSE,,,,,,,,,,,,,38,,,,,,38,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,COG,Congo,Year,2007,FALSE,,,,,,,,,,,,,38,,,,,,38,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2007,FALSE,,,,,,,,,,,,,38134,,,,,,38 134,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AMR,Americas,Country,COL,Colombia,Year,2007,FALSE,,,,,,,,,,,,,3959,,,,,,3959,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,SYC,Seychelles,Year,2007,FALSE,,,,,,,,,,,,,4,,,,,,4,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2007,FALSE,,,,,,,,,,,,,4,,,,,,4,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2007,FALSE,,,,,,,,,,,,,42,,,,,,42,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,ESP,Spain,Year,2007,FALSE,,,,,,,,,,,,,43067,,,,,,43 067,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,ISR,Israel,Year,2007,FALSE,,,,,,,,,,,,,4300,,,,,,4300,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,MLT,Malta,Year,2007,FALSE,,,,,,,,,,,,,442,,,,,,442,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,IRL,Ireland,Year,2007,FALSE,,,,,,,,,,,,,4471,,,,,,4471,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2007,FALSE,,,,,,,,,,,,,4571,,,,,,4571,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2007,FALSE,,,,,,,,,,,,,4667,,,,,,4667,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2007,FALSE,,,,,,,,,,,,,4692,,,,,,4692,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,DEU,Germany,Year,2007,FALSE,,,,,,,,,,,,,49528,,,,,,49 528,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,AUT,Austria,Year,2007,FALSE,,,,,,,,,,,,,5263,,,,,,5263,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,FIN,Finland,Year,2007,FALSE,,,,,,,,,,,,,5380,,,,,,5380,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,HUN,Hungary,Year,2007,FALSE,,,,,,,,,,,,,5483,,,,,,5483,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,ITA,Italy,Year,2007,FALSE,,,,,,,,,,,,,55077,,,,,,55 077,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,CZE,Czechia,Year,2007,FALSE,,,,,,,,,,,,,5785,,,,,,5785,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,WPR,Western Pacific,Country,MHL,Marshall Islands,Year,2007,FALSE,,,,,,,,,,,,,6,,,,,,6,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,PRT,Portugal,Year,2007,FALSE,,,,,,,,,,,,,6290,,,,,,6290,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2007,FALSE,,,,,,,,,,,,,641,,,,,,641,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,MDG,Madagascar,Year,2007,FALSE,,,,,,,,,,,,,7,,,,,,7,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,SWE,Sweden,Year,2007,FALSE,,,,,,,,,,,,,7156,,,,,,7156,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,AND,Andorra,Year,2007,FALSE,,,,,,,,,,,,,73,,,,,,73,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,FRA,France,Year,2007,FALSE,,,,,,,,,,,,,73485,,,,,,73 485,,"Includes professionally active pharmacists. Data Source: OECD Health Data, accessed on 2 August 2022",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AFR,Africa,Country,DZA,Algeria,Year,2007,FALSE,,,,,,,,,,,,,7417,,,,,,7417,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2007,FALSE,,,,,,,,,,,,,742,,,,,,742,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2007,FALSE,,,,,,,,,,,,,7940,,,,,,7940,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2007,FALSE,,,,,,,,,,,,,8087,,,,,,8087,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,AMR,Americas,Country,PER,Peru,Year,2007,FALSE,,,,,,,,,,,,,8160,,,,,,8160,,"Includes Pharmacists.  Data Source: Health workforce from census data. Minnesota Population Center. Integrated Public Use Microdata Series, International: Version 7.1. Minneapolis, MN: IPUMS, 2018. https://doi.org/10.18128/D020.V7.1",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2007,FALSE,,,,,,,,,,,,,830,,,,,,830,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2007,FALSE,,,,,,,,,,,,,86,,,,,,86,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,EST,Estonia,Year,2007,FALSE,,,,,,,,,,,,,872,,,,,,872,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2007,FALSE,,,,,,,,,,,,,886,,,,,,886,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2007,FALSE,,,,,,,,,,,,,8916,,,,,,8916,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2007,FALSE,,,,,,,,,,,,,899,,,,,,899,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2007,FALSE,,,,,,,,,,,,,916,,,,,,916,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2007,FALSE,,,,,,,,,,,,,970,,,,,,970,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2007,FALSE,,,,,,,,,,,,,975,,,,,,975,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0015,Pharmacists  (number),numeric,EUR,Europe,Country,GRC,Greece,Year,2007,FALSE,,,,,,,,,,,,,9802,,,,,,9802,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2007,FALSE,,,,,,,,,,,,,1,,,,,,1,,Includes Pharmaceutical Technicians and Assistants .,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2007,FALSE,,,,,,,,,,,,,1023,,,,,,1023,,Includes Pharmaceutical Technicians and Assistants .,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2007,FALSE,,,,,,,,,,,,,1200,,,,,,1200,,Includes Pharmaceutical Technicians and Assistants .,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,AFR,Africa,Country,NAM,Namibia,Year,2007,FALSE,,,,,,,,,,,,,137,,,,,,137,,Includes Pharmaceutical Technicians and Assistants .,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,AFR,Africa,Country,MLI,Mali,Year,2007,FALSE,,,,,,,,,,,,,188,,,,,,188,,Includes Pharmaceutical Technicians and Assistants .,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,AFR,Africa,Country,TGO,Togo,Year,2007,FALSE,,,,,,,,,,,,,2,,,,,,2,,Includes Pharmaceutical Technicians and Assistants .,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2007,FALSE,,,,,,,,,,,,,20,,,,,,20,,Includes Pharmaceutical Technicians and Assistants .,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,AFR,Africa,Country,COG,Congo,Year,2007,FALSE,,,,,,,,,,,,,25,,,,,,25,,Includes Pharmaceutical Technicians and Assistants .,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,AFR,Africa,Country,GMB,Gambia,Year,2007,FALSE,,,,,,,,,,,,,44,,,,,,44,,Includes Pharmaceutical Technicians and Assistants .,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2007,FALSE,,,,,,,,,,,,,5483,,,,,,5483,,Includes Pharmaceutical Technicians and Assistants .,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,AMR,Americas,Country,CUB,Cuba,Year,2007,FALSE,,,,,,,,,,,,,7047,,,,,,7047,,Includes Pharmaceutical Technicians and Assistants .,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2007,FALSE,,,,,,,,,,,,,77,,,,,,77,,Includes Pharmaceutical Technicians and Assistants .,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,AFR,Africa,Country,DZA,Algeria,Year,2007,FALSE,,,,,,,,,,,,,815,,,,,,815,,Includes Pharmaceutical Technicians and Assistants .,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2007,FALSE,,,,,,,,,,,,,8545,,,,,,8545,,Includes Pharmaceutical Technicians and Assistants .,EN,2024-05-19T14:00:00.000Z
HWF_0016,Pharmaceutical Technicians and Assistants  (number),numeric,AMR,Americas,Country,PER,Peru,Year,2007,FALSE,,,,,,,,,,,,,8830,,,,,,8830,,"Includes Pharmaceutical assistants.  Data Source: Health workforce from census data. Minnesota Population Center. Integrated Public Use Microdata Series, International: Version 7.1. Minneapolis, MN: IPUMS, 2018. https://doi.org/10.18128/D020.V7.1",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AFR,Africa,Country,MDG,Madagascar,Year,2006,FALSE,,,,,,,,,,,,,0.004,,,,,,0.004,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2006,FALSE,,,,,,,,,,,,,0.02,,,,,,0.02,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2006,FALSE,,,,,,,,,,,,,0.06,,,,,,0.06,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AFR,Africa,Country,GMB,Gambia,Year,2006,FALSE,,,,,,,,,,,,,0.064,,,,,,0.064,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2006,FALSE,,,,,,,,,,,,,0.1,,,,,,0.1,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2006,FALSE,,,,,,,,,,,,,0.19,,,,,,0.189,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,UKR,Ukraine,Year,2006,FALSE,,,,,,,,,,,,,0.25,,,,,,0.249,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2006,FALSE,,,,,,,,,,,,,0.25,,,,,,0.252,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2006,FALSE,,,,,,,,,,,,,0.27,,,,,,0.271,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AFR,Africa,Country,COG,Congo,Year,2006,FALSE,,,,,,,,,,,,,0.29,,,,,,0.291,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2006,FALSE,,,,,,,,,,,,,0.33,,,,,,0.326,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,ARM,Armenia,Year,2006,FALSE,,,,,,,,,,,,,0.34,,,,,,0.337,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AFR,Africa,Country,SYC,Seychelles,Year,2006,FALSE,,,,,,,,,,,,,0.46,,,,,,0.459,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2006,FALSE,,,,,,,,,,,,,0.51,,,,,,0.505,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2006,FALSE,,,,,,,,,,,,,0.64,,,,,,0.639,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2006,FALSE,,,,,,,,,,,,,0.85,,,,,,0.85,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AMR,Americas,Country,COL,Colombia,Year,2006,FALSE,,,,,,,,,,,,,0.86,,,,,,0.855,,"Includes practising pharmacists. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EUR,Europe,Country,GEO,Georgia,Year,2006,FALSE,,,,,,,,,,,,,0.86,,,,,,0.864,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,AFR,Africa,Country,NGA,Nigeria,Year,2006,FALSE,,,,,,,,,,,,,0.87,,,,,,0.866,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2006,FALSE,,,,,,,,,,,,,1.01,,,,,,1.005,,"Includes Pharmacists.  Data Source: Health workforce from census data. Minnesota Population Center. Integrated Public Use Microdata Series, International: Version 7.1. Minneapolis, MN: IPUMS, 2018. https://doi.org/10.18128/D020.V7.1",EN,2024-05-19T14:00:00.000Z
HWF_0014,"Pharmacists  (per 10,000)",numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2006,FALSE,,,,,,,,,,,,,1.1,,,,,,1.1,,Includes Pharmacists .,EN,2024-05-19T14:00:00.000Z
