Country_x,Country Code,Sex_x,Year_x,htn,treat,control,diagn,untreatedstage2HTN,Country_y,Income,pop,pop_tot,Indicator_b,Country_b,Year_b,GeoRegion_b,nurse,Indicator_c,Country_c,Year_c,GeoRegion_c,pharma,Indicator_d,Country_d,Year_d,GeoRegion_d,chws_n,Indicator_a,Country_a,Year_a,phy,chws,hw,treatn,controln,diagng,htn2,n_phy,b_phy,pop_htn,pop_htn_visit1,pop_htn_visit2,pop_htn_visit3,phy_s1,phy_s2,phy_s1_i1,phy_s2_i2,phy_s1_c,phy_s2_c,gaps_hf_base_s1,gaps_hf_base_s2,gaps_hf_base_s1_i1,gaps_hf_base_s2_i2,gaps_hf_base_s1_c,gaps_hf_base_s2_c,gaps_hf_6_s1,gaps_hf_6_s2,gaps_hf_3_s1,gaps_hf_3_s2,gaps_hf_6_s1_i1,gaps_hf_6_s2_i2,gaps_hf_3_s1_i1,gaps_hf_3_s2_i2,gaps_hf_6_s1_c,gaps_hf_6_s2_c,gaps_hf_3_s1_c,gaps_hf_3_s2_c,gaps_cat4_base_s1_c
Brazil,BRA,Men,2019,44.99914285,62.11152870000001,33.511936,67.57185580000001,10.9211862,Brazil,Upper middle income,150000000,214000000,"Nursing and midwifery personnel (per 10,000)",Brazil,2021.0,Americas,55.13,"Pharmacists  (per 10,000)",Brazil,2021.0,Americas,3.36,Community Health Workers (number),Brazil,2019.0,Americas,281207.0,Physician per 1000,Brazil,2021.0,21.42,13.140514018691588,93.0505140186916,27.94965552603175,15.080083952440576,30.40675591783801,29.919058897559424,71.63051401869158,93.0505140186916,67498714.275,809984571.3000001,404992285.65,202496142.825,128520000.0,64259999.99999999,429783084.1121495,214891542.0560748,558303084.1121495,279151542.05607474,681464571.3000001,745724571.3000001,380201487.1878506,595093029.2439253,251681487.1878506,530833029.2439253,276472285.65000004,340732285.65000004,73976142.82500003,138236142.82500002,-24790798.46214944,190100743.5939253,-227286941.28714943,-12395399.23107472,-153310798.46214944,125840743.5939253,-355806941.2871494,-76655399.23107472,6
Brunei Darussalam,BRN,Men,2019,46.28278015,56.94849394999999,30.27174055,65.75710815,12.801275,Brunei Darussalam,High income,310000,445000,"Nursing and midwifery personnel (per 10,000)",Brunei Darussalam,2021.0,Western Pacific,67.11,"Pharmacists  (per 10,000)",Brunei Darussalam,2021.0,Western Pacific,2.13,,,,,,Physician per 1000,Brunei,2021.0,19.13,0.0,88.36999999999999,26.357346253614548,14.0106031263349,30.43421779806223,32.2721770236651,69.24,88.36999999999999,143476.618465,1721719.42158,860859.71079,430429.855395,237212.0,118606.0,858576.0,429288.0,1095788.0,547894.0,1484507.42158,1603113.42158,863143.4215800001,1292431.42158,625931.4215800001,1173825.42158,623647.71079,742253.71079,193217.855395,311823.855395,2283.710790000041,431571.71079,-428146.144605,1141.8553950000205,-234928.28921,312965.71079000004,-665358.144605,-117464.14460499998,2
Bulgaria,BGR,Men,2019,45.0749368,52.78730655,23.25599865,63.9791274,11.6801113,Bulgaria,Upper middle income,5300000,6500000,"Nursing and midwifery personnel (per 10,000)",Bulgaria,2021.0,Europe,46.59,"Pharmacists  (per 10,000)",Bulgaria,2022.0,Europe,8.97,,,,,,Physician per 1000,Bulgaria,2018.0,41.68,0.0,97.24,23.793845065834763,10.482626693696352,28.83855124074148,34.59231010630364,55.56,97.24,2388971.6504,28667659.8048,14333829.902399998,7166914.951199999,8836160.0,4418080.0,11778720.0,5889360.0,20614880.0,10307440.0,19831499.8048,24249579.8048,16888939.804799996,22778299.8048,8052779.804799996,18360219.8048,5497669.902399998,9915749.902399998,-1669245.048800001,2748834.951199999,2555109.902399998,8444469.902399998,-4611805.048800001,1277554.951199999,-6281050.097600002,4026389.902399998,-13447965.0488,-3140525.048800001,3
Burkina Faso,BFA,Men,2019,30.3619768,19.88919255,8.5379135,36.723844500000006,27.5606816,Burkina Faso,Low income,10000000,24300000,"Nursing and midwifery personnel (per 10,000)",Burkina Faso,2022.0,Africa,10.26,"Pharmacists  (per 10,000)",Burkina Faso,2022.0,Africa,0.25,Community Health Workers (number),Burkina Faso,2022.0,Africa,3145.0,Physician per 1000,Burkina Faso,2019.0,0.91,1.294238683127572,12.714238683127572,6.038752027738329,2.592279316074068,11.150085147158078,27.76969748392593,11.804238683127572,12.714238683127572,3036197.68,36434372.16,18217186.08,9108593.04,364000.0,182000.0,4721695.473251029,2360847.7366255145,5085695.473251029,2542847.7366255145,36070372.16,36252372.16,31712676.68674897,34073524.42337449,31348676.68674897,33891524.42337449,17853186.080000002,18035186.08,8744593.040000001,8926593.040000001,13495490.606748972,15856338.343374489,4386897.566748972,6747745.303374486,13131490.606748972,15674338.343374489,4022897.566748972,6565745.303374486,4
Burundi,BDI,Men,2019,34.084687450000004,24.67380555,11.2493728,40.09388875,26.04408365,Burundi,Low income,5500000,13000000,"Nursing and midwifery personnel (per 10,000)",Burundi,2021.0,Africa,7.58,"Pharmacists  (per 10,000)",Burundi,2021.0,Africa,0.079,Community Health Workers (number),Burundi,2020.0,Africa,11845.0,Physician per 1000,Burundi,2021.0,0.65,9.111538461538462,17.420538461538463,8.409989503738254,3.834313558965314,13.665876666988211,30.25037389103469,16.77053846153846,17.420538461538463,1874657.80975,22495893.717000004,11247946.858500002,5623973.429250001,143000.0,71500.0,3689518.461538461,1844759.2307692303,3832518.4615384624,1916259.2307692312,22352893.717000004,22424393.717000004,18806375.255461544,20651134.48623077,18663375.25546154,20579634.48623077,11104946.858500002,11176446.858500002,5480973.429250001,5552473.429250001,7558428.396961541,9403187.627730772,1934454.96771154,3779214.1984807705,7415428.39696154,9331687.62773077,1791454.9677115383,3707714.19848077,4
Cabo Verde,CPV,Men,2019,43.7163875,35.9528429,14.0015107,52.6334757,21.15960705,Cabo Verde,Upper middle income,410000,560000,"Nursing and midwifery personnel (per 10,000)",Cabo Verde,2022.0,Africa,15.87,"Pharmacists  (per 10,000)",Cabo Verde,2022.0,Africa,0.39,Community Health Workers (number),Cabo Verde,2022.0,Africa,155.0,Physician per 1000,Cape Verde,2018.0,7.91,2.767857142857143,26.937857142857144,15.717284119430238,6.120954673465962,23.00945419173033,37.59543282653404,19.02785714285714,26.937857142857144,179237.18875,2150846.265,1075423.1325,537711.56625,129724.0,64862.0,312056.8571428571,156028.42857142855,441780.8571428572,220890.4285714286,2021122.265,2085984.265,1838789.407857143,1994817.8364285715,1709065.4078571429,1929955.8364285715,945699.1325,1010561.1325,407987.56625,472849.56625,763366.275357143,919394.7039285715,225654.70910714293,381683.1376785715,633642.2753571428,854532.7039285714,95930.7091071428,316821.1376785714,2
Cambodia,KHM,Men,2019,25.59749175,35.9347598,21.50041715,49.98527985,20.2482462,Cambodia,Lower middle income,11400000,16800000,"Nursing and midwifery personnel (per 10,000)",Cambodia,2019.0,Western Pacific,10.25,"Pharmacists  (per 10,000)",Cambodia,2014.0,Western Pacific,0.35,Community Health Workers (number),Cambodia,2004.0,Western Pacific,1638.0,Physician per 1000,Cambodia,2019.0,2.14,0.975,13.715,9.198397175187315,5.503567506186835,12.79497788581816,20.093924243813163,11.575,13.715,2918114.0595,35017368.714,17508684.357,8754342.1785,975840.0,487920.0,5278200.0,2639100.0,6254040.0,3127020.0,34041528.714,34529448.714,29739168.714,32378268.714,28763328.714,31890348.714,16532844.357,17020764.357,7778502.1785,8266422.1785,12230484.357,14869584.357,3476142.1785000004,6115242.1785,11254644.357,14381664.357,2500302.1785000004,5627322.1785,4
Cameroon,CMR,Men,2019,36.6844423,19.03535285,7.2997515,36.0651686,32.17818085,Cameroon,Lower middle income,17300000,28500000,"Nursing and midwifery personnel (per 10,000)",Cameroon,2022.0,Africa,6.5,"Pharmacists  (per 10,000)",Cameroon,2022.0,Africa,0.22,Community Health Workers (number),Cameroon,2022.0,Africa,310.0,Physician per 1000,Cameroon,2021.0,1.24,0.1087719298245614,8.068771929824562,6.983013032859657,2.677873127060885,13.230305965464716,34.00656917293912,6.828771929824561,8.068771929824562,6346408.517899999,76156902.2148,38078451.1074,19039225.5537,858079.9999999999,429040.0,4725510.175438597,2362755.0877192984,5583590.175438598,2791795.087719299,75298822.2148,75727862.2148,71431392.0393614,73794147.12708071,70573312.0393614,73365107.12708071,37220371.1074,37649411.1074,18181145.5537,18610185.5537,33352940.9319614,35715696.0196807,14313715.378261402,16676470.4659807,32494860.9319614,35286656.0196807,13455635.378261402,16247430.4659807,5
Bosnia and Herzegovina,BIH,Men,2019,44.107037,49.34388415,16.5988366,56.3317077,11.18038505,Bosnia and Herzegovina,Upper middle income,2100000,3200000,"Nursing and midwifery personnel (per 10,000)",Bosnia and Herzegovina,2019.0,Europe,63.96,"Pharmacists  (per 10,000)",Bosnia and Herzegovina,2019.0,Europe,1.38,,,,,,Physician per 1000,Bosnia and Herzegovina,2015.0,21.03,0.0,86.37,21.76412523927764,7.321255000731541,24.846247157970847,36.78578199926846,65.34,86.37,926247.777,11114973.324,5557486.6620000005,2778743.331,1766520.0,883260.0,5488560.0,2744280.0,7255080.0,3627540.0,9348453.324,10231713.324,5626413.324000001,8370693.324000001,3859893.324000001,7487433.324000001,3790966.662000001,4674226.6620000005,1012223.3310000002,1895483.331,68926.66200000048,2813206.6620000005,-2709816.669,34463.33100000024,-1697593.3379999995,1929946.6620000005,-4476336.669,-848796.6689999998,3
Canada,CAN,Men,2019,22.1349007,73.1616026,60.4678077,77.57727974999999,10.4165272,Canada,High income,31800000,39000000,"Nursing and midwifery personnel (per 10,000)",Canada,2022.0,Americas,103.1,"Pharmacists  (per 10,000)",Canada,2022.0,Americas,10.41,,,,,,Physician per 1000,Canada,2021.0,24.64,0.0,138.15,16.194248086038616,13.384489189861952,17.171653838423705,8.750411510138047,113.51,138.15,7038898.4226,84466781.0712,42233390.5356,21116695.2678,31342080.0,15671040.0,144384719.99999997,72192359.99999999,175726800.0,87863400.0,53124701.0712,68795741.0712,-59917938.92879997,12274421.071200011,-91260018.9288,-3396618.9288000017,10891310.5356,26562350.5356,-10225384.7322,5445655.2678,-102151329.46439996,-29958969.464399982,-123268024.73219997,-51075664.73219998,-133493409.4644,-45630009.4644,-154610104.7322,-66746704.7322,1
Chad,TCD,Men,2019,37.8647255,24.1174216,10.9485145,39.59292315,28.5117431,Chad,Low income,7800000,18700000,"Nursing and midwifery personnel (per 10,000)",Chad,2022.0,Africa,2.1,"Pharmacists  (per 10,000)",Chad,2022.0,Africa,0.092,Community Health Workers (number),Chad,2021.0,Africa,8077.0,Physician per 1000,Chad,2021.0,0.5800000000000001,4.319251336898396,7.091251336898396,9.131995486517708,4.145624961752698,14.991751668173452,33.719100538247304,6.511251336898396,7.091251336898396,2953448.589,35441383.068,17720691.533999998,8860345.766999999,180960.00000000003,90480.0,2031510.4171123,1015755.2085561496,2212470.4171122992,1106235.2085561496,35260423.068,35350903.068,33409872.65088769,34425627.85944384,33228912.65088769,34335147.85944384,17539731.533999998,17630211.533999998,8679385.766999999,8769865.766999999,15689181.116887698,16704936.325443847,6828835.3498877,7844590.558443849,15508221.1168877,16614456.325443847,6647875.3498877,7754110.55844385,4
Chile,CHL,Men,2019,36.0595889,59.0482296,34.243835950000005,71.70582025,11.09049125,Chile,High income,14200000,19500000,"Nursing and midwifery personnel (per 10,000)",Chile,2022.0,Americas,49.68,"Pharmacists  (per 10,000)",Chile,2022.0,Americas,6.67,,,,,,Physician per 1000,Chile,2021.0,29.73,0.0,86.08,21.29254884648812,12.348186467160412,25.856823999522952,23.71140243283959,56.35,86.08,5120461.6238,61445539.4856,30722769.7428,15361384.8714,16886639.999999996,8443319.999999998,32006800.0,16003400.0,48893440.0,24446720.0,44558899.48560001,53002219.4856,29438739.4856,45442139.4856,12552099.485600002,36998819.4856,13836129.742800005,22279449.742800005,-1525255.1285999955,6918064.871400002,-1284030.257199999,14719369.7428,-16645415.1286,-642015.1285999995,-18170670.2572,6276049.742800001,-33532055.1286,-9085335.1286,4
China,CHN,Men,2019,27.18781865,39.8139845,15.85682505,52.0623158,15.074921799999998,China,Upper middle income,1000000000,1425000000,"Nursing and midwifery personnel (per 10,000)",China,2021.0,Western Pacific,35.2,"Pharmacists  (per 10,000)",China,2017.0,Western Pacific,3.21,Community Health Workers (number),China,2011.0,Western Pacific,1126443.0,Physician per 1000,China,2020.0,23.87,7.904863157894737,70.18486315789474,10.824553903199108,4.311124838241772,14.154608004694296,22.87669381175823,46.31486315789474,70.18486315789474,271878186.5,3262538238.0,1631269119.0,815634559.5,954800000.0,477400000.0,1852594526.31579,926297263.157895,2807394526.31579,1403697263.157895,2307738238.0,2785138238.0,1409943711.68421,2336240974.842105,455143711.6842098,1858840974.842105,676469119.0,1153869119.0,-139165440.5,338234559.5,-221325407.31579,704971855.842105,-1036959966.81579,-110662703.65789495,-1176125407.3157902,227571855.8421049,-1991759966.8157904,-588062703.6578951,6
Colombia,COL,Men,2019,30.9544936,54.7798212,32.48434855,68.2864563,10.33206305,Colombia,Upper middle income,35000000,52000000,"Nursing and midwifery personnel (per 10,000)",Colombia,2021.0,Americas,14.49,"Pharmacists  (per 10,000)",Colombia,2021.0,Americas,1.85,,,,,,Physician per 1000,Colombia,2021.0,23.62,0.0,39.96,16.956816247445442,10.055365592911444,21.13772674505029,20.89912800708856,16.34,39.96,10834072.76,130008873.12,65004436.56,32502218.28,33068000.0,16534000.0,22876000.0,11438000.0,55944000.0,27972000.0,96940873.12,113474873.12,107132873.12,118570873.12,74064873.12,102036873.12,31936436.56,48470436.56,-565781.7199999988,15968218.28,42128436.56,53566436.56,9626218.28,21064218.28,9060436.560000002,37032436.56,-23441781.72,4530218.280000001,5
Comoros,COM,Men,2019,33.0976804,24.19455665,11.1466072,40.6055188,27.67658125,Comoros,Lower middle income,600000,850000,"Nursing and midwifery personnel (per 10,000)",Comoros,2020.0,Africa,15.74,"Pharmacists  (per 10,000)",Comoros,2020.0,Africa,0.43,,,,,,Physician per 1000,Comoros,2018.0,2.83,0.0,19.0,8.007837034213946,3.689268426499389,13.439484837185914,29.408411973500613,16.17,19.0,198586.0824,2383032.9888000004,1191516.4944000002,595758.2472000001,67920.0,33960.0,388080.00000000006,194040.00000000003,456000.0,228000.0,2315112.9888000004,2349072.9888000004,1994952.9888000004,2188992.9888000004,1927032.9888000004,2155032.9888000004,1123596.4944000002,1157556.4944000002,527838.2472000001,561798.2472000001,803436.4944000002,997476.4944000002,207678.24720000004,401718.2472000001,735516.4944000002,963516.4944000002,139758.2472000001,367758.2472000001,3
Congo,COG,Men,2019,39.75511675,23.7448618,9.4053366,38.05520655,31.5267091,Congo,Lower middle income,2900000,6000000,"Nursing and midwifery personnel (per 10,000)",Congo,2022.0,Africa,10.85,"Pharmacists  (per 10,000)",Congo,2022.0,Africa,0.047,,,,,,Physician per 1000,Congo,2018.0,1.0,0.0,11.897,9.43979753071615,3.7391025460604808,15.128891793406147,36.01601420393952,10.897,11.897,1152898.38575,13834780.629,6917390.3145,3458695.15725,116000.0,58000.0,1264052.0,632026.0,1380052.0,690026.0,13718780.629,13776780.629,12570728.629,13202754.629,12454728.629,13144754.629,6801390.3145,6859390.3145,3342695.15725,3400695.15725,5653338.3145,6285364.3145,2194643.15725,2826669.15725,5537338.3145,6227364.3145,2078643.15725,2768669.15725,4
Cook Islands,COK,Men,2019,42.84931085,41.6794945,16.60127695,56.7023106,20.05527625,Cook Islands,High income,14000,18000,"Nursing and midwifery personnel (per 10,000)",Cook Islands,2019.0,Western Pacific,81.87,"Pharmacists  (per 10,000)",Cook Islands,2014.0,Western Pacific,0.56,Community Health Workers (number),Cook Islands,2009.0,Western Pacific,9.0,,,,0.0,5.0,87.43,17.859376159013653,7.1135327653749,24.2965493281265,35.7357780846251,87.43,87.43,5998.903519,71986.84222800001,35993.421114000004,17996.710557000002,0.0,0.0,48960.8,24480.4,48960.8,24480.4,71986.84222800001,71986.84222800001,23026.04222800001,47506.44222800001,23026.04222800001,47506.44222800001,35993.421114000004,35993.421114000004,17996.710557000002,17996.710557000002,-12967.378886,11513.021114000005,-30964.089443,-6483.689442999999,-12967.378886,11513.021114000005,-30964.089443,-6483.689442999999,2
Costa Rica,CRI,Men,2019,37.69899285,69.8121572,49.4888352,76.7412396,9.08585715,Costa Rica,Upper middle income,4000000,5200000,"Nursing and midwifery personnel (per 10,000)",Costa Rica,2022.0,Americas,60.25,"Pharmacists  (per 10,000)",Costa Rica,2022.0,Americas,11.86,,,,,,Physician per 1000,Costa Rica,2021.0,27.7,0.0,99.81,26.318480151258765,18.656792443596284,28.93067442980537,19.04220040640372,72.11,99.81,1507959.7140000002,18095516.568000004,9047758.284000002,4523879.142000001,4432000.0,2216000.0,11537600.0,5768800.0,15969600.0,7984800.0,13663516.568000004,15879516.568000004,6557916.568000004,12326716.568000004,2125916.568000004,10110716.568000004,4615758.284000002,6831758.284000002,91879.14200000092,2307879.142000001,-2489841.715999998,3278958.284000002,-7013720.857999999,-1244920.857999999,-6921841.715999998,1062958.2840000018,-11445720.858,-3460920.857999999,3
Cote d'Ivoire,CIV,Men,2019,37.2770479,23.41331995,8.716389099999999,38.057776,28.57759255,Cote d'Ivoire,Lower middle income,16600000,28400000,"Nursing and midwifery personnel (per 10,000)",Cote d'Ivoire,2022.0,Africa,7.96,"Pharmacists  (per 10,000)",Cote d'Ivoire,2022.0,Africa,0.41,Community Health Workers (number),Cote d'Ivoire,2018.0,Africa,14556.0,Physician per 1000,Cote d'Ivoire,2019.0,1.6,5.125352112676056,15.095352112676055,8.727794492741758,3.2492125399573784,14.186815389194702,34.02783536004262,13.495352112676056,15.095352112676055,6187989.9514,74255879.41679999,37127939.7084,18563969.8542,1062400.0,531200.0,8960913.802816901,4480456.901408451,10023313.8028169,5011656.901408451,73193479.41679999,73724679.41679999,65294965.613983095,69775422.51539154,64232565.613983095,69244222.51539154,36065539.7084,36596739.7084,17501569.854199998,18032769.8542,28167025.90558309,32647482.806991547,9603056.051383097,14083512.952791547,27104625.90558309,32116282.806991547,8540656.051383097,13552312.952791547,5
Central African Republic,CAF,Men,2019,41.1354079,17.5003084,5.54964565,32.5536963,35.8366026,Central African Republic,Low income,2600000,5500000,"Nursing and midwifery personnel (per 10,000)",Central African Republic,2021.0,Africa,1.91,"Pharmacists  (per 10,000)",Central African Republic,2021.0,Africa,0.004,Community Health Workers (number),Central African Republic,2021.0,Africa,1595.0,Physician per 1000,Central African Republic,2018.0,0.66,2.9,5.474,7.198823244097964,2.282869375132106,13.391095759532206,38.85253852486789,4.814,5.474,1069520.6054,12834247.2648,6417123.6324000005,3208561.8162,68640.0,34320.0,500656.0000000001,250328.0000000001,569296.0,284648.0,12765607.2648,12799927.2648,12333591.2648,12583919.2648,12264951.2648,12549599.2648,6348483.6324000005,6382803.6324000005,3139921.8162,3174241.8162,5916467.6324000005,6166795.6324000005,2707905.8162,2958233.8162,5847827.6324000005,6132475.6324000005,2639265.8162,2923913.8162,4
Croatia,HRV,Men,2019,48.34699415,54.1505062,19.66257635,74.63165595,12.1121019,Croatia,High income,2800000,3800000,"Nursing and midwifery personnel (per 10,000)",Croatia,2021.0,Europe,76.84,"Pharmacists  (per 10,000)",Croatia,2022.0,Europe,10.61,,,,,,Physician per 1000,Croatia,2019.0,34.660000000000004,0.0,122.11,26.180142064709383,9.506264637673782,36.08216233619462,38.84072951232622,87.45,122.11,1353715.8362,16244590.0344,8122295.017200001,4061147.5086,3881920.000000001,1940960.0000000005,9794400.0,4897200.0,13676320.000000004,6838160.000000002,12362670.0344,14303630.0344,6450190.034400001,11347390.0344,2568270.034399997,9406430.0344,4240375.0172,6181335.017200001,179227.50859999936,2120187.5086,-1672104.9827999994,3225095.0172000006,-5733252.4914,-836052.4913999997,-5554024.982800003,1284135.0171999987,-9615172.491400003,-2777012.4914000016,3
Bolivia,BOL,Men,2019,28.3121295,49.5680563,26.5042861,60.86429335000001,14.47171965,Bolivia,Lower middle income,8200000,12000000,"Nursing and midwifery personnel (per 10,000)",Bolivia (Plurinational State of),2021.0,Americas,16.05,"Pharmacists  (per 10,000)",Bolivia (Plurinational State of),2021.0,Americas,2.39,,,,,,Physician per 1000,Bolivia,2017.0,10.08,0.0,28.520000000000003,14.03377229028891,7.5039278036825,17.231977552511893,20.8082016963175,18.44,28.520000000000003,2321594.619,27859135.428,13929567.714,6964783.857,3306240.0,1653120.0,6048320.0,3024160.0,9354560.0,4677280.0,24552895.428,26206015.428,21810815.428,24834975.428,18504575.428,23181855.428,10623327.714,12276447.714,3658543.857,5311663.857,7881247.714,10905407.714,916463.8569999998,3940623.857,4575007.714,9252287.714,-2389776.143,2287503.857,4
Bermuda,BMU,Men,2019,42.56762075,49.06665925,22.4289374,62.57437864999999,16.89350005,Bermuda,High income,50000,64000,,,,,0.0,,,,,0.0,,,,,,Physician per 1000,Bermuda,1997.0,17.66,0.0,17.66,20.886509424234795,9.547465010686912,26.63642419040097,33.02015573931309,0.0,17.66,21283.810375,255405.7245,127702.86225,63851.431125,35320.0,17660.0,0.0,0.0,35320.0,17660.0,220085.7245,237745.7245,255405.7245,255405.7245,220085.7245,237745.7245,92382.86225,110042.86225,28531.431125000003,46191.431125,127702.86225,127702.86225,63851.431125,63851.431125,92382.86225,110042.86225,28531.431125000003,46191.431125,2
Afghanistan,AFG,Men,2019,40.2931749,44.46374115,13.5952522,54.9272057,19.75779705,Afghanistan,Low income,17000000,42000000,"Nursing and midwifery personnel (per 10,000)",Afghanistan,2018.0,Eastern Mediterranean,4.52,"Pharmacists  (per 10,000)",Afghanistan,2018.0,Eastern Mediterranean,0.29,Community Health Workers (number),Afghanistan,2018.0,Eastern Mediterranean,29581.0,Physician per 1000,Afghanistan,2020.0,2.54,7.043095238095238,14.393095238095238,17.915852988652777,5.4779587470420985,22.13191506038377,34.8152161529579,11.853095238095236,14.393095238095238,6849839.733000001,82198076.796,41099038.398,20549519.199,1727200.0,863600.0,8060104.761904763,4030052.3809523815,9787304.76190476,4893652.380952381,80470876.796,81334476.796,74137972.03409524,78168024.41504762,72410772.03409524,77304424.41504762,39371838.398,40235438.398,18822319.199,19685919.199,33038933.63609524,37068986.01704762,12489414.437095238,16519466.81804762,31311733.63609524,36205386.01704762,10762214.43709524,15655866.81804762,5
Albania,ALB,Men,2019,41.6735682,31.52367785,8.430043,41.46403315,13.14424485,Albania,Upper middle income,2200000,2800000,"Nursing and midwifery personnel (per 10,000)",Albania,2020.0,Europe,58.31,"Pharmacists  (per 10,000)",Albania,2018.0,Europe,10.86,,,,,,Physician per 1000,Albania,2020.0,18.83,0.0,88.0,13.137041387968043,3.513099718894326,17.279542133235857,38.16046848110568,69.17,88.0,916818.5004,11001822.0048,5500911.0024,2750455.5012,1657040.0,828520.0,6086960.0,3043480.0,7744000.0,3872000.0,9344782.0048,10173302.0048,4914862.004799999,7958342.004799999,3257822.0048,7129822.004799999,3843871.0024,4672391.0024,1093415.5011999998,1921935.5012,-586048.9976000004,2457431.0024,-3336504.4988,-293024.4988000002,-2243088.9976000004,1628911.0023999996,-4993544.4988,-1121544.4988000002,3
Algeria,DZA,Men,2019,36.18314415,39.0098968,15.73888045,49.9373002,16.35438545,Algeria,Upper middle income,31000000,44200000,"Nursing and midwifery personnel (per 10,000)",Algeria,2019.0,Africa,3.16,"Pharmacists  (per 10,000)",Algeria,2019.0,Africa,0.51,,,,,,Physician per 1000,Algeria,2018.0,17.32,0.0,20.99,14.115007191910236,5.694821800819669,18.068885315984243,30.488322349180336,3.67,20.99,11216774.686500002,134601296.23800004,67300648.11900002,33650324.05950001,21476800.0,10738400.0,4550800.0,2275400.0,26027600.000000007,13013800.000000004,113124496.23800004,123862896.23800004,130050496.23800004,132325896.23800004,108573696.23800004,121587496.23800004,45823848.11900002,56562248.11900002,12173524.059500009,22911924.05950001,62749848.11900002,65025248.11900002,29099524.05950001,31374924.05950001,41273048.11900001,54286848.11900002,7622724.059500001,20636524.059500005,6
American Samoa,ASM,Men,2019,47.1796475,30.93632235,11.17946635,47.6902027,25.681709800000004,American Samoa,Low income,44000,46000,,,,,0.0,,,,,0.0,,,,,,Physician per 1000,American Samoa,1999.0,7.81,0.0,7.81,14.595647834193716,5.2744328163111165,22.500069525895483,41.90521468368888,0.0,7.81,20759.0449,249108.5388,124554.2694,62277.1347,13745.6,6872.8,0.0,0.0,13745.6,6872.8,235362.9388,242235.7388,249108.5388,249108.5388,235362.9388,242235.7388,110808.6694,117681.4694,48531.5347,55404.3347,124554.2694,124554.2694,62277.1347,62277.1347,110808.6694,117681.4694,48531.5347,55404.3347,2
Andorra,AND,Men,2019,30.9506075,55.54287385000001,33.64110195,65.2028186,9.0681067,Andorra,High income,64000,77000,"Nursing and midwifery personnel (per 10,000)",Andorra,2015.0,Europe,43.65,"Pharmacists  (per 10,000)",Andorra,2015.0,Europe,11.02,,,,,,Physician per 1000,Andorra,2015.0,36.26,0.0,90.93,17.19085687953364,10.412125423219344,20.180668463823,20.538482076780653,54.67,90.93,19808.3888,237700.6656,118850.3328,59425.1664,92825.6,46412.8,139955.19999999998,69977.59999999999,232780.8,116390.39999999998,144875.06560000003,191287.8656,97745.46560000004,167723.06560000003,4919.865600000048,121310.26560000004,26024.732800000013,72437.53280000002,-33400.43359999999,13012.366400000006,-21104.86719999998,48872.73280000001,-80530.03359999998,-10552.43359999999,-113930.46719999996,2459.932800000024,-173355.63359999994,-56965.23359999998,2
Angola,AGO,Men,2019,38.660802700000005,24.55925275,11.3338829,47.1397299,32.38861905,Angola,Lower middle income,17000000,36600000,"Nursing and midwifery personnel (per 10,000)",Angola,2022.0,Africa,12.65,"Pharmacists  (per 10,000)",Angola,2022.0,Africa,0.27,Community Health Workers (number),Angola,2022.0,Africa,5.0,Physician per 1000,Angola,2018.0,2.11,0.0013661202185792,15.031366120218578,9.494804250271825,4.381770106218039,18.224597969951912,34.27903259378196,12.92136612021858,15.031366120218578,6572336.459000001,78868037.50800002,39434018.75400001,19717009.377000004,1434800.0,717400.0,8786528.961748634,4393264.480874317,10221328.961748634,5110664.480874317,77433237.50800002,78150637.50800002,70081508.54625139,74474773.0271257,68646708.54625139,73757373.0271257,37999218.75400001,38716618.75400001,18282209.377000004,18999609.377000004,30647489.79225137,35040754.27312569,10930480.41525137,15323744.896125687,29212689.79225137,34323354.27312569,9495680.41525137,14606344.896125687,5
Antigua and Barbuda,ATG,Men,2019,42.564704,48.7073032,22.7683743,62.52570765000001,16.92057905,Antigua and Barbuda,High income,68000,98000,"Nursing and midwifery personnel (per 10,000)",Antigua and Barbuda,2019.0,Americas,95.77,"Pharmacists  (per 10,000)",Antigua and Barbuda,2007.0,Americas,1.83,Community Health Workers (number),Antigua and Barbuda,2019.0,Americas,34.0,Physician per 1000,Antigua and Barbuda,2017.0,28.98,3.4693877551020407,130.04938775510203,20.732119433462525,9.691291126407071,26.61388238512786,32.873412873592926,101.06938775510204,130.04938775510203,28943.99872,347327.98464,173663.99232,86831.99616,78825.59999999999,39412.8,274908.7346938776,137454.3673469388,353734.33469387755,176867.16734693878,268502.38464,307915.18464,72419.2499461224,209873.6172930612,-6406.35005387757,170460.8172930612,94838.39232,134251.19232,8006.396160000004,47419.19616,-101244.74237387758,36209.6249730612,-188076.7385338776,-50622.37118693879,-180070.34237387756,-3203.175026938785,-266902.3385338776,-90035.17118693878,1
